locus_tag	ftype	length_bp	gene	EC_number	COG	product
PMLADGDC_01603	CDS	195				hypothetical protein
PMLADGDC_01604	CDS	633				hypothetical protein
PMLADGDC_01605	CDS	537	ail_3		COG3637	Attachment invasion locus protein
PMLADGDC_01606	CDS	366				hypothetical protein
PMLADGDC_01607	CDS	207				hypothetical protein
PMLADGDC_01608	CDS	801				hypothetical protein
PMLADGDC_01609	tRNA	74				tRNA-Gly(ccc)
PMLADGDC_01610	CDS	759	nlpD_2			Murein hydrolase activator NlpD
PMLADGDC_01611	CDS	546	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
PMLADGDC_01612	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
PMLADGDC_01613	CDS	882	prfB_2		COG1186	Peptide chain release factor RF2
PMLADGDC_01614	CDS	1692	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
PMLADGDC_01615	CDS	714	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
PMLADGDC_01616	CDS	897	xerD		COG4974	Tyrosine recombinase XerD
PMLADGDC_01617	CDS	522	fldB		COG0716	Flavodoxin 2
PMLADGDC_01618	CDS	414	ygfX			Inner membrane protein YgfX
PMLADGDC_01619	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
PMLADGDC_01620	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
PMLADGDC_01621	CDS	192				hypothetical protein
PMLADGDC_01622	CDS	660				hypothetical protein
PMLADGDC_01623	CDS	312				hypothetical protein
PMLADGDC_01624	CDS	1434	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
PMLADGDC_01625	CDS	894				hypothetical protein
PMLADGDC_01626	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
PMLADGDC_01627	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
PMLADGDC_01628	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
PMLADGDC_01629	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
PMLADGDC_01630	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
PMLADGDC_01631	CDS	1317	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
PMLADGDC_01632	CDS	579				hypothetical protein
PMLADGDC_01633	CDS	330	zapA		COG3027	Cell division protein ZapA
PMLADGDC_01634	CDS	549	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
PMLADGDC_01635	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
PMLADGDC_01636	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
PMLADGDC_01637	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
PMLADGDC_01638	CDS	747			COG2968	26 kDa periplasmic immunogenic protein
PMLADGDC_01639	CDS	636	argO		COG1279	Arginine exporter protein ArgO
PMLADGDC_01640	CDS	861	mscS_1		COG0668	Small-conductance mechanosensitive channel
PMLADGDC_01641	CDS	1080	fbaA_1	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
PMLADGDC_01642	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
PMLADGDC_01643	CDS	1047	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
PMLADGDC_01644	CDS	426				hypothetical protein
PMLADGDC_01645	CDS	579				hypothetical protein
PMLADGDC_01646	CDS	708	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
PMLADGDC_01647	CDS	678	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
PMLADGDC_01648	CDS	657	larO	3.6.3.-	COG1122	Nickel import ATP-binding protein LarO
PMLADGDC_01649	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
PMLADGDC_01650	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
PMLADGDC_01651	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
PMLADGDC_01652	CDS	891	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PMLADGDC_01653	CDS	495	tabA_1		COG2731	Toxin-antitoxin biofilm protein TabA
PMLADGDC_01654	CDS	1008	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
PMLADGDC_01655	CDS	1017	lgoD	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
PMLADGDC_01656	CDS	1473	mtlK	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
PMLADGDC_01657	CDS	750	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
PMLADGDC_01658	CDS	732				hypothetical protein
PMLADGDC_01659	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
PMLADGDC_01660	CDS	300				hypothetical protein
PMLADGDC_01661	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
PMLADGDC_01662	CDS	1395	galP			Galactose-proton symporter
PMLADGDC_01663	CDS	456	sprT			Protein SprT
PMLADGDC_01664	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
PMLADGDC_01665	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
PMLADGDC_01666	CDS	948	gshB	6.3.2.3	COG0189	Glutathione synthetase
PMLADGDC_01667	CDS	564				hypothetical protein
PMLADGDC_01668	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
PMLADGDC_01669	CDS	687				hypothetical protein
PMLADGDC_01670	CDS	981	yggR		COG2805	putative protein YggR
PMLADGDC_01671	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
PMLADGDC_01672	CDS	567				hypothetical protein
PMLADGDC_01673	CDS	291				hypothetical protein
PMLADGDC_01674	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
PMLADGDC_01675	CDS	1137	hemW_1		COG0635	Heme chaperone HemW
PMLADGDC_01676	CDS	1008				hypothetical protein
PMLADGDC_01677	CDS	1047	ansB_1	3.5.1.1	COG0252	L-asparaginase 2
PMLADGDC_01678	CDS	720				hypothetical protein
PMLADGDC_01679	CDS	327			COG3171	putative protein
PMLADGDC_01680	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
PMLADGDC_01681	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
PMLADGDC_01682	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
PMLADGDC_01683	CDS	1086	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
PMLADGDC_01684	CDS	1257	nupG			Nucleoside permease NupG
PMLADGDC_01685	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
PMLADGDC_01686	CDS	708				hypothetical protein
PMLADGDC_01687	tRNA	76				tRNA-Phe(gaa)
PMLADGDC_01688	CDS	1140	xerC_2			Tyrosine recombinase XerC
PMLADGDC_01689	CDS	1629				hypothetical protein
PMLADGDC_01690	CDS	1494	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
PMLADGDC_01691	CDS	99				hypothetical protein
PMLADGDC_01692	CDS	1944	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PMLADGDC_01693	CDS	405				hypothetical protein
PMLADGDC_01694	CDS	1251				hypothetical protein
PMLADGDC_01695	CDS	1206				hypothetical protein
PMLADGDC_01696	CDS	1074				hypothetical protein
PMLADGDC_01697	CDS	420				hypothetical protein
PMLADGDC_01698	CDS	384				hypothetical protein
PMLADGDC_01699	CDS	627	ybdM_2		COG1475	putative protein YbdM
PMLADGDC_01700	CDS	1230	cysD_2	2.7.7.4		Sulfate adenylyltransferase subunit 2
PMLADGDC_01701	CDS	732				hypothetical protein
PMLADGDC_01702	CDS	531				hypothetical protein
PMLADGDC_01703	CDS	111				hypothetical protein
PMLADGDC_01704	CDS	474	yfeZ_1			Inner membrane protein YfeZ
PMLADGDC_01705	CDS	2025		2.4.1.-		UDP-glucose:protein N-beta-glucosyltransferase
PMLADGDC_01706	CDS	909				hypothetical protein
PMLADGDC_01707	CDS	1797	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
PMLADGDC_01708	CDS	531				hypothetical protein
PMLADGDC_01709	CDS	258				hypothetical protein
PMLADGDC_01710	CDS	378				hypothetical protein
PMLADGDC_01711	CDS	255	ygeA_2	5.1.1.13		L-aspartate/glutamate-specific racemase
PMLADGDC_01712	CDS	480	ygeA_3	5.1.1.10	COG1794	Broad specificity amino-acid racemase YgeA
PMLADGDC_01713	CDS	135				hypothetical protein
PMLADGDC_01714	CDS	441				hypothetical protein
PMLADGDC_01715	CDS	189	tsr_1		COG0840	Methyl-accepting chemotaxis protein I
PMLADGDC_01716	CDS	324				hypothetical protein
PMLADGDC_01717	CDS	465				hypothetical protein
PMLADGDC_01718	CDS	267				hypothetical protein
PMLADGDC_01719	CDS	327				hypothetical protein
PMLADGDC_01720	CDS	900				hypothetical protein
PMLADGDC_01721	CDS	909				hypothetical protein
PMLADGDC_01722	CDS	1935				hypothetical protein
PMLADGDC_01723	CDS	459				hypothetical protein
PMLADGDC_01724	CDS	294				hypothetical protein
PMLADGDC_01725	CDS	450				hypothetical protein
PMLADGDC_01726	CDS	210				hypothetical protein
PMLADGDC_01727	CDS	369				hypothetical protein
PMLADGDC_01728	CDS	321				hypothetical protein
PMLADGDC_01729	CDS	327				hypothetical protein
PMLADGDC_01730	CDS	909				hypothetical protein
PMLADGDC_01731	CDS	336				hypothetical protein
PMLADGDC_01732	CDS	642				hypothetical protein
PMLADGDC_01733	CDS	492				hypothetical protein
PMLADGDC_01734	CDS	1527				hypothetical protein
PMLADGDC_01735	CDS	384				hypothetical protein
PMLADGDC_01736	CDS	1305				hypothetical protein
PMLADGDC_01737	CDS	981				hypothetical protein
PMLADGDC_01738	CDS	408				hypothetical protein
PMLADGDC_01739	CDS	420				hypothetical protein
PMLADGDC_01740	CDS	2793				hypothetical protein
PMLADGDC_01741	CDS	426				hypothetical protein
PMLADGDC_01742	CDS	1488				hypothetical protein
PMLADGDC_01743	CDS	858				hypothetical protein
PMLADGDC_01744	CDS	663				hypothetical protein
PMLADGDC_01745	CDS	390				hypothetical protein
PMLADGDC_01746	CDS	339				hypothetical protein
PMLADGDC_01747	CDS	237				hypothetical protein
PMLADGDC_01748	CDS	324				hypothetical protein
PMLADGDC_01749	CDS	765				hypothetical protein
PMLADGDC_01750	CDS	2157				hypothetical protein
PMLADGDC_01751	CDS	561				hypothetical protein
PMLADGDC_01752	CDS	531				hypothetical protein
PMLADGDC_01753	CDS	690				hypothetical protein
PMLADGDC_01754	CDS	729				hypothetical protein
PMLADGDC_01755	CDS	921				hypothetical protein
PMLADGDC_01756	CDS	195				hypothetical protein
PMLADGDC_01757	CDS	330				hypothetical protein
PMLADGDC_01758	CDS	426				hypothetical protein
PMLADGDC_01759	CDS	564				hypothetical protein
PMLADGDC_01760	CDS	651				hypothetical protein
PMLADGDC_01761	CDS	1197				hypothetical protein
PMLADGDC_01762	CDS	876				hypothetical protein
PMLADGDC_01763	CDS	471				hypothetical protein
PMLADGDC_01764	CDS	1152	xerC_3			Tyrosine recombinase XerC
PMLADGDC_01765	CDS	204				hypothetical protein
PMLADGDC_01766	CDS	1296				hypothetical protein
PMLADGDC_01767	CDS	660				hypothetical protein
PMLADGDC_01768	CDS	480				hypothetical protein
PMLADGDC_01769	CDS	594				hypothetical protein
PMLADGDC_01770	CDS	1083				hypothetical protein
PMLADGDC_01771	CDS	1716				hypothetical protein
PMLADGDC_01772	CDS	192				hypothetical protein
PMLADGDC_01773	CDS	594				hypothetical protein
PMLADGDC_01774	CDS	1290				hypothetical protein
PMLADGDC_01775	CDS	1683	sctC_3			Type 3 secretion system secretin
PMLADGDC_01776	CDS	438				hypothetical protein
PMLADGDC_01777	CDS	1230				hypothetical protein
PMLADGDC_01778	CDS	225				hypothetical protein
PMLADGDC_01779	CDS	459				IS200/IS605 family transposase IS200F
PMLADGDC_01780	CDS	222				hypothetical protein
PMLADGDC_01781	CDS	951				ISNCY family transposase ISPlu22
PMLADGDC_01782	CDS	537	ssb_1		COG0629	Single-stranded DNA-binding protein
PMLADGDC_01783	CDS	219				hypothetical protein
PMLADGDC_01784	CDS	450				hypothetical protein
PMLADGDC_01785	CDS	2019	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
PMLADGDC_01786	CDS	840				hypothetical protein
PMLADGDC_01787	CDS	1281				hypothetical protein
PMLADGDC_01788	CDS	249				hypothetical protein
PMLADGDC_01789	CDS	573				hypothetical protein
PMLADGDC_01790	CDS	723				hypothetical protein
PMLADGDC_01791	CDS	264				hypothetical protein
PMLADGDC_01792	CDS	225	traR			Protein TraR
PMLADGDC_01793	CDS	1800				hypothetical protein
PMLADGDC_01794	CDS	1365	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
PMLADGDC_01795	CDS	1011				hypothetical protein
PMLADGDC_01796	CDS	381			COG0346	Virulence protein
PMLADGDC_01797	CDS	1326		2.8.3.-	COG0427	Butyryl-CoA:acetate CoA-transferase
PMLADGDC_01798	CDS	528	mch	4.2.1.148	COG2030	Mesaconyl-CoA hydratase
PMLADGDC_01799	CDS	843	mcl1	4.1.3.24	COG2301	L-malyl-CoA/beta-methylmalyl-CoA lyase
PMLADGDC_01800	CDS	879	hcaR_1			Hca operon transcriptional activator HcaR
PMLADGDC_01801	CDS	1740	atsA	3.1.6.1	COG3119	Arylsulfatase
PMLADGDC_01802	CDS	1185	atsB	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
PMLADGDC_01803	CDS	684	malT_1			HTH-type transcriptional regulator MalT
PMLADGDC_01804	CDS	558				hypothetical protein
PMLADGDC_01805	CDS	1500	steT		COG0531	Serine/threonine exchanger SteT
PMLADGDC_01806	CDS	375				hypothetical protein
PMLADGDC_01807	CDS	1302	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
PMLADGDC_01808	CDS	1485	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
PMLADGDC_01809	CDS	381	iraD			Anti-adapter protein IraD
PMLADGDC_01810	CDS	486	hcp1_3		COG3157	Protein hcp1
PMLADGDC_01811	CDS	924	pgdA	3.5.1.-		Peptidoglycan deacetylase
PMLADGDC_01812	CDS	879	amiF	3.5.1.49		Formamidase
PMLADGDC_01813	CDS	1305	exuT_2			Hexuronate transporter
PMLADGDC_01814	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
PMLADGDC_01815	CDS	1473	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
PMLADGDC_01816	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
PMLADGDC_01817	CDS	1059				hypothetical protein
PMLADGDC_01818	CDS	1857	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
PMLADGDC_01819	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
PMLADGDC_01820	CDS	711				hypothetical protein
PMLADGDC_01821	CDS	1053			COG0614	putative protein
PMLADGDC_01822	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
PMLADGDC_01823	CDS	342	hybF_2		COG0375	Hydrogenase maturation factor HybF
PMLADGDC_01824	CDS	489	hybE			Hydrogenase-2 operon protein HybE
PMLADGDC_01825	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
PMLADGDC_01826	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
PMLADGDC_01827	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
PMLADGDC_01828	CDS	987	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
PMLADGDC_01829	CDS	1119	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
PMLADGDC_01830	CDS	288				hypothetical protein
PMLADGDC_01831	CDS	1644				hypothetical protein
PMLADGDC_01832	CDS	495				hypothetical protein
PMLADGDC_01833	CDS	504				hypothetical protein
PMLADGDC_01834	CDS	411				hypothetical protein
PMLADGDC_01835	CDS	405				hypothetical protein
PMLADGDC_01836	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
PMLADGDC_01837	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
PMLADGDC_01838	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
PMLADGDC_01839	CDS	138				hypothetical protein
PMLADGDC_01840	CDS	1188	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
PMLADGDC_01841	CDS	660	yghB		COG0586	Inner membrane protein YghB
PMLADGDC_01842	CDS	918	rhaS_3			HTH-type transcriptional activator RhaS
PMLADGDC_01843	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
PMLADGDC_01844	CDS	828	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
PMLADGDC_01845	CDS	1455	yflS		COG0471	Putative malate transporter YflS
PMLADGDC_01846	CDS	456				hypothetical protein
PMLADGDC_01847	CDS	195				hypothetical protein
PMLADGDC_01848	CDS	2172				hypothetical protein
PMLADGDC_01849	CDS	984			COG1638	Solute-binding protein
PMLADGDC_01850	CDS	483				hypothetical protein
PMLADGDC_01851	CDS	1308	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
PMLADGDC_01852	CDS	1413	ftsP		COG2132	Cell division protein FtsP
PMLADGDC_01853	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
PMLADGDC_01854	CDS	2259	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
PMLADGDC_01855	CDS	867	rhaS_4			HTH-type transcriptional activator RhaS
PMLADGDC_01856	CDS	393	ygiW_2		COG3111	Protein YgiW
PMLADGDC_01857	CDS	660	qseB			Transcriptional regulatory protein QseB
PMLADGDC_01858	CDS	1350	qseC_2	2.7.13.3		Sensor protein QseC
PMLADGDC_01859	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
PMLADGDC_01860	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
PMLADGDC_01861	CDS	1893	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
PMLADGDC_01862	CDS	582				hypothetical protein
PMLADGDC_01863	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PMLADGDC_01864	CDS	423				hypothetical protein
PMLADGDC_01865	CDS	633	nudF	3.6.1.13		ADP-ribose pyrophosphatase
PMLADGDC_01866	CDS	1470	tolC_1			Outer membrane protein TolC
PMLADGDC_01867	CDS	672				hypothetical protein
PMLADGDC_01868	CDS	1164	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
PMLADGDC_01869	CDS	789	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
PMLADGDC_01870	CDS	774	zupT		COG0428	Zinc transporter ZupT
PMLADGDC_01871	CDS	177	yqiD			Protein YqiD
PMLADGDC_01872	CDS	1797	assT_1	2.8.2.22		Arylsulfate sulfotransferase AssT
PMLADGDC_01873	CDS	672	dsbL		COG0526	Thiol:disulfide interchange protein DsbL
PMLADGDC_01874	CDS	678	dsbI		COG1495	Protein-disulfide oxidoreductase DsbI
PMLADGDC_01875	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
PMLADGDC_01876	CDS	297	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
PMLADGDC_01877	CDS	204	glgS			Surface composition regulator
PMLADGDC_01878	CDS	621	yqiJ			Inner membrane protein YqiJ
PMLADGDC_01879	CDS	1680	yqiK		COG2268	Inner membrane protein YqiK
PMLADGDC_01880	CDS	1434	hldE		COG2870	Bifunctional protein HldE
PMLADGDC_01881	CDS	2844	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
PMLADGDC_01882	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
PMLADGDC_01883	CDS	615				hypothetical protein
PMLADGDC_01884	CDS	1242	cca		COG0617	Multifunctional CCA protein
PMLADGDC_01885	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
PMLADGDC_01886	CDS	360	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
PMLADGDC_01887	CDS	612	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
PMLADGDC_01888	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
PMLADGDC_01889	CDS	216	rpsU		COG0828	30S ribosomal protein S21
PMLADGDC_01890	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
PMLADGDC_01891	CDS	1983	rpoD		COG0568	RNA polymerase sigma factor RpoD
PMLADGDC_01892	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
PMLADGDC_01893	tRNA	76				tRNA-Met(cat)
PMLADGDC_01894	CDS	768	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
PMLADGDC_01895	CDS	645	yqjI		COG1695	Transcriptional regulator YqjI
PMLADGDC_01896	CDS	1566	trg_1		COG0840	Methyl-accepting chemotaxis protein III
PMLADGDC_01897	CDS	1521	aer		COG0840	Aerotaxis receptor
PMLADGDC_01898	CDS	1380	patA	2.6.1.82	COG4992	Putrescine aminotransferase
PMLADGDC_01899	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
PMLADGDC_01900	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
PMLADGDC_01901	CDS	498	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
PMLADGDC_01902	CDS	693				hypothetical protein
PMLADGDC_01903	CDS	999	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
PMLADGDC_01904	CDS	969	alx		COG0861	Putative membrane-bound redox modulator Alx
PMLADGDC_01905	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
PMLADGDC_01906	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
PMLADGDC_01907	CDS	384	mzrA			Modulator protein MzrA
PMLADGDC_01908	CDS	369	yqjC			Protein YqjC
PMLADGDC_01909	CDS	306	yqjD		COG4575	putative protein YqjD
PMLADGDC_01910	CDS	399	yqjE		COG5393	Inner membrane protein YqjE
PMLADGDC_01911	CDS	300				hypothetical protein
PMLADGDC_01912	CDS	393	yqjF		COG2259	Inner membrane protein YqjF
PMLADGDC_01913	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
PMLADGDC_01914	CDS	366	yhaH		COG3152	Inner membrane protein YhaH
PMLADGDC_01915	CDS	897	yhaJ_1			HTH-type transcriptional regulator YhaJ
PMLADGDC_01916	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
PMLADGDC_01917	CDS	165				hypothetical protein
PMLADGDC_01918	CDS	1311				hypothetical protein
PMLADGDC_01919	CDS	1332	dlsT		COG0814	putative serine transporter
PMLADGDC_01920	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
PMLADGDC_01921	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
PMLADGDC_01922	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
PMLADGDC_01923	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
PMLADGDC_01924	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
PMLADGDC_01925	CDS	939	tsaR			HTH-type transcriptional regulator TsaR
PMLADGDC_01926	CDS	1146	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
PMLADGDC_01927	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
PMLADGDC_01928	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
PMLADGDC_01929	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
PMLADGDC_01930	CDS	948		2.7.1.101	COG0524	Tagatose kinase
PMLADGDC_01931	CDS	834	ulaR_1			HTH-type transcriptional regulator UlaR
PMLADGDC_01932	CDS	855	gatY	4.1.2.40		D-tagatose-1,6-bisphosphate aldolase subunit GatY
PMLADGDC_01933	CDS	915	lacC_1	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
PMLADGDC_01934	CDS	1428	fruA_1		COG1299	PTS system fructose-specific EIIABC component
PMLADGDC_01935	CDS	807				hypothetical protein
PMLADGDC_01936	CDS	1272	gatZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit GatZ
PMLADGDC_01937	CDS	465	gatA_1		COG1762	PTS system galactitol-specific EIIA component
PMLADGDC_01938	CDS	285	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
PMLADGDC_01939	CDS	1374	gatC_1		COG3775	PTS system galactitol-specific EIIC component
PMLADGDC_01940	CDS	1044	gatD	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
PMLADGDC_01941	CDS	774	srlR_3		COG1349	Glucitol operon repressor
PMLADGDC_01942	CDS	864	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
PMLADGDC_01943	CDS	2043	lpoA		COG3107	Penicillin-binding protein activator LpoA
PMLADGDC_01944	CDS	396				hypothetical protein
PMLADGDC_01945	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
PMLADGDC_01946	CDS	576	osmY_2		COG2823	Osmotically-inducible protein Y
